,Age,Gender,Weight_kg,Height_m,Fat_Percentage,Water_Intake_liters,Workout_Frequency_days_per_week,Experience_Level,BMI,Burns_Calories_per_30_min,Difficulty_Level,Workout,lean_mass_kg
209,43.71,Female,69.37,1.75,29.18422975150993,2.09,3.02,1.0,22.65,348.68,Intermediate,Dumbbell flyes,49.12489982137756
210,25.9,Female,74.05,1.66,26.782571691431738,2.19,2.02,1.0,26.87,334.7,Advanced,Romanian deadlifts,54.2175056624948
211,50.94,Male,109.44,1.78,35.0,3.3,3.01,1.0,34.54,345.38,Advanced,Preacher curls,71.136
212,45.73,Female,60.19,1.68,24.318119935022096,2.51,3.99,2.01,21.33,350.59,Beginner,Face pulls,45.5529236111102
213,19.98,Female,55.0,1.6,26.646534667443163,3.21,4.02,1.98,21.48,363.38,Intermediate,Bent-over lateral raises,40.34440593290626
214,41.88,Male,48.48,1.5,17.83528273948745,1.49,3.0,1.99,21.55,365.62,Intermediate,Incline dumbbell flyes,39.83345492789648
215,28.67,Male,86.07,1.65,34.43070922440004,3.49,4.02,2.99,31.61,348.17,Advanced,Hammer curls,56.43548857055888
216,29.87,Female,121.88,2.0,30.755784116678274,3.32,3.98,1.99,30.47,349.74,Intermediate,Donkey kicks,84.39485031859252
217,38.85,Male,61.16,1.64,23.124011311766985,3.2,2.99,1.02,22.74,339.31,Intermediate,Hanging leg raises,47.01735468172331
218,19.09,Male,56.9,1.87,21.70953490008243,3.67,3.01,1.0,16.27,333.23,Beginner,Dumbbell rows,44.5472746418531
219,47.01,Female,62.16,1.54,31.053067819704,2.71,4.0,3.04,26.21,350.6,Beginner,Dumbbell front raises,42.85741304327199
220,54.01,Female,83.77,1.86,27.53436243104433,3.51,5.01,2.99,24.21,338.47,Beginner,Military press,60.70446459151417
221,31.28,Male,63.39,1.8,22.70125690224533,2.62,2.01,1.0,19.56,340.94,Advanced,Pull-ups,48.999673249666685
222,29.49,Female,87.73,1.93,26.96373033660896,3.51,5.0,2.99,23.55,373.47,Beginner,Bent-over rows,64.07471937569296
223,46.98,Male,89.79,1.84,28.232971631065062,3.6,3.02,2.0,26.52,374.0,Advanced,Preacher curls,64.43961477246668
224,56.9,Female,80.95,1.86,26.71281667791624,3.49,4.97,2.99,23.4,346.73,Beginner,Hammer curls,59.325974899226814
225,28.88,Female,85.93,1.65,30.98802213969128,3.5,4.01,2.99,31.56,348.56,Intermediate,Concentration curls,59.30199257536329
226,21.92,Female,57.29,1.72,19.48440390526357,1.61,2.98,2.0,19.37,333.52,Beginner,Romanian deadlifts,46.1273850026745
227,37.43,Female,77.09,1.82,24.79724155351227,2.79,3.99,2.0,23.27,344.29,Beginner,Hammer curl,57.97380648639739
228,47.07,Male,66.84,1.75,23.43837005949752,2.49,3.01,1.99,21.83,201.0,Advanced,Wrist curl,51.17379345223186
229,20.03,Female,63.44,1.78,18.11568096013336,2.7,3.99,2.99,20.02,363.88,Beginner,Barbell squats,51.94741199889139
230,31.34,Female,64.91,1.62,27.06158881809129,3.4,1.99,1.0,24.73,345.25,Beginner,Leg press,47.34432269817695
231,46.78,Male,79.36,1.77,24.82599158869957,3.5,3.01,1.0,25.33,348.16,Advanced,Triceps dips,59.65809307520802
232,40.85,Male,78.49,1.72,27.62351736941911,3.11,3.95,2.02,26.53,358.61,Intermediate,Bent-over lateral raises,56.80830121674294
233,24.14,Male,59.48,1.5,29.64615287567391,1.99,3.0,2.04,26.44,368.36,Advanced,Pull-ups,41.84646826954916
234,42.82,Male,113.21,1.83,31.842434787751493,2.91,4.01,2.02,33.81,154.53,Advanced,Towel pull-up,77.16117957678652
235,57.95,Male,50.39,1.67,23.73894992232309,2.29,4.01,1.99,18.07,357.58,Beginner,Bent-over lateral raises,38.427943134141394
236,43.79,Female,77.36,1.79,28.64744368787273,2.21,3.02,1.0,24.14,361.43,Beginner,Dumbbell rows,55.198337563061656
237,52.07,Female,71.11,1.58,30.554524493751924,2.01,2.99,2.0,28.49,352.76,Beginner,Bicep Curls,49.38267763249301
238,42.85,Female,65.91,1.83,21.152319420193567,2.38,3.03,1.97,19.68,341.72,Advanced,Concentration curls,51.96850627015042
239,23.13,Female,106.75,1.94,30.74903295062888,2.9,2.01,1.01,28.36,343.6,Intermediate,Russian twists,73.92540732520368
240,58.08,Female,75.8,1.78,24.987259485934977,2.52,3.98,2.0,23.92,348.77,Intermediate,Decline dumbbell flyes,56.85965730966129
241,59.23,Female,55.0,1.57,24.59493624931439,2.31,3.02,1.0,22.31,352.6,Beginner,Triceps dips,41.47278506287709
242,41.17,Male,62.12,1.64,21.63789549095381,2.72,4.0,3.02,23.1,351.29,Advanced,Bicep Curls,48.67853932101949
243,54.12,Male,55.19,1.71,20.232240885098,2.81,2.0,1.0,18.87,350.97,Advanced,Seated calf raises,44.02382625551441
244,37.62,Male,76.51,1.58,30.487610626951348,2.3,2.0,1.03,30.65,350.31,Advanced,Bent-over rows,53.18392910931952
245,54.95,Male,129.82,1.73,35.0,3.11,2.99,1.0,43.38,362.37,Intermediate,Hyperextensions,84.383
246,49.71,Male,57.21,1.6,23.780084216425987,2.69,4.99,3.02,22.35,360.65,Beginner,Lateral raises,43.60541381978269
247,36.0,Female,55.99,1.95,15.611242298388463,3.4,3.98,1.97,14.72,345.52,Beginner,Hammer curl,47.2492654371323
248,41.75,Male,71.82,1.69,26.896851186465188,2.29,3.0,2.0,25.15,338.67,Advanced,Leg press,52.5026814778807
249,52.06,Male,79.69,1.59,30.37583006171512,1.5,3.01,1.97,31.52,355.92,Intermediate,Fat grip dumbbell curl,55.48350102381922
250,53.88,Female,69.62,1.52,34.46061060689429,2.09,2.02,1.0,30.13,345.02,Beginner,Fat grip dumbbell curl,45.6285228954802
251,24.0,Male,72.44,1.76,25.48236732174039,1.51,2.99,1.0,23.39,371.22,Advanced,Wrist extension,53.98057311213126
252,18.1,Male,64.87,1.55,27.99183126131786,2.22,3.0,2.01,27.0,358.45,Advanced,Bird dog,46.71169906078311
253,25.21,Male,57.66,1.58,23.256832440629296,2.23,3.01,2.0,23.1,367.01,Beginner,Pull-ups,44.25011041473314
254,59.04,Male,85.96,1.67,32.62717174146524,3.5,5.0,2.99,30.82,366.5,Beginner,Hammer curl,57.91368317103648
255,35.73,Male,90.2,1.65,32.81620436174729,3.4,3.97,1.98,33.13,352.51,Beginner,Triceps dips,60.59978366570395
256,58.54,Female,59.73,1.76,20.50905375600372,2.7,5.0,3.0,19.28,337.13,Beginner,Skull crushers,47.47994219153898
257,24.98,Female,62.26,1.64,25.69841214595207,2.17,3.02,1.02,23.15,363.3,Advanced,Hammer curls,46.26016859793024
258,20.71,Female,50.44,1.53,26.28065807789384,2.59,2.99,1.0,21.55,336.32,Advanced,Russian twists,37.18403606551035
259,31.18,Female,61.1,1.76,21.467697287671395,2.7,3.99,3.01,19.72,356.51,Advanced,Triceps pushdowns,47.983236957232776
260,30.96,Female,60.31,1.76,22.058372377387503,2.7,4.02,2.98,19.47,355.77,Intermediate,Bicep Curls,47.0065956191976
261,32.77,Female,78.01,1.71,25.47642819999477,2.08,3.03,1.02,26.68,364.95,Advanced,Triceps pushdowns,58.135838361184085
262,40.01,Female,93.4,1.93,28.004124259801127,2.0,3.01,1.0,25.07,361.03,Beginner,Leg extensions,67.24414794134576
263,34.26,Female,64.6,1.62,27.428030744398846,2.68,5.0,2.99,24.62,364.6,Advanced,Overhead triceps extensions,46.88149213911834
264,46.04,Female,58.37,1.53,25.062672896754584,2.7,4.0,3.0,24.93,333.87,Beginner,Russian twists,43.74091783016434
265,36.25,Male,100.15,1.99,27.62668989433338,2.51,2.97,1.0,25.29,346.57,Beginner,Decline cable crossovers,72.48187007082511
266,46.71,Female,49.81,1.69,21.467977679349115,1.68,2.99,1.99,17.44,359.13,Beginner,Military press,39.11680031791621
267,33.42,Female,53.23,1.52,29.071118287021008,2.31,2.0,1.0,23.04,335.88,Advanced,Close-grip bench press,37.75544373581872
268,48.17,Male,87.27,1.76,28.179046222666305,3.51,5.0,3.0,28.17,366.21,Advanced,Hanging leg raises,62.67814636147912
269,46.89,Female,127.97,1.65,35.0,3.51,2.0,1.0,47.0,379.1,Beginner,Crunches,83.1805
270,43.12,Female,61.54,1.58,25.54627199237792,2.69,4.98,3.0,24.65,367.34,Advanced,Decline dumbbell flyes,45.81882421589064
271,28.94,Female,58.86,1.61,24.42753648304868,1.99,3.01,2.01,22.71,349.59,Intermediate,Barbell squats,44.48195202607754
272,41.25,Male,94.19,2.0,26.344119815617727,3.72,3.0,1.01,23.55,259.83,Advanced,Triceps dips,69.37647354566965
273,55.03,Male,117.69,1.72,35.0,2.6,2.99,1.0,39.78,345.59,Advanced,Russian twists,76.4985
274,32.94,Male,58.21,1.67,21.843888492371534,1.9,3.0,1.01,20.87,360.7,Intermediate,Seated cable rows,45.49467250859053
275,19.43,Male,73.14,1.79,22.33288704711336,1.59,2.98,1.01,22.83,333.91,Advanced,Leg raises,56.80572641374129
276,55.58,Male,90.55,1.61,33.41867906231963,2.31,2.98,1.99,34.93,341.62,Intermediate,Bent-over lateral raises,60.28938610906957
277,40.99,Female,55.17,1.55,27.94182069768826,1.99,4.0,2.0,22.96,337.65,Advanced,Barbell squats,39.75449752108538
278,49.83,Male,96.19,1.72,32.96468235151168,2.7,3.01,1.98,32.51,355.96,Advanced,Hanging leg raises,64.48127204608092
279,29.05,Male,68.77,1.72,23.492149107770583,1.68,4.0,2.02,23.25,345.41,Advanced,Barbell squats,52.614449058586175
280,21.99,Male,55.08,1.62,22.8261403981804,2.71,4.0,3.03,20.99,343.51,Advanced,Decline dumbbell flyes,42.50736186868223
281,31.25,Female,70.49,1.98,24.441787049046404,2.51,2.02,1.0,17.98,354.31,Advanced,Decline dumbbell press,53.26098430912719
282,44.0,Male,47.68,1.76,17.867922620470317,2.61,1.99,1.0,15.39,365.13,Intermediate,Preacher curls,39.16057449455976
283,50.85,Male,54.48,1.53,25.06865657115728,2.01,4.01,2.01,23.27,329.57,Intermediate,Close-grip bench press,40.82259590003351
284,18.0,Male,68.33,1.8,22.38317362803221,3.31,4.03,2.02,21.09,338.49,Intermediate,Close-grip bench press,53.03557745996559
285,36.39,Male,122.12,1.93,35.0,3.4,3.0,2.0,32.78,375.36,Intermediate,Standing calf raises,79.378
286,26.86,Male,77.07,1.7,31.33602698378082,2.11,2.98,1.0,26.67,352.48,Intermediate,Face pulls,52.91932400360012
287,58.92,Female,65.25,1.52,27.862389643741523,2.09,2.98,1.98,28.24,331.27,Beginner,Military press,47.069790757458655
288,41.97,Female,98.2,1.91,26.041888980638056,2.79,3.02,2.0,26.92,341.1,Intermediate,Face pulls,72.62686502101343
289,18.78,Male,73.44,1.79,27.964145620142165,1.6,2.96,1.01,22.92,332.86,Beginner,Bicycle crunches,52.90313145656759
290,38.01,Male,77.35,1.58,34.869316795571734,2.31,2.02,1.0,30.98,350.94,Beginner,Barbell rows,50.37858345862526
291,52.9,Male,61.48,1.64,27.03500822559418,3.41,2.99,1.0,22.86,363.04,Beginner,Chest flyes,44.85887694290469
292,36.35,Female,47.86,1.68,18.74507247138036,1.62,2.98,1.0,16.96,331.93,Advanced,Leg raises,38.88860831519736
293,52.27,Male,58.16,1.56,24.85849555059085,2.69,4.06,3.0,23.9,353.61,Advanced,Bicep Curls,43.70229898777636
294,45.2,Male,89.95,1.81,29.42943241401285,3.5,5.01,3.01,27.46,356.71,Beginner,Incline cable crossovers,63.47822554359544
295,42.1,Male,69.23,1.87,22.79964789021262,3.42,3.04,2.01,19.8,358.76,Intermediate,Dumbbell flyes,53.44580376560581
296,42.03,Male,97.87,1.91,29.34973224355252,2.81,2.99,2.01,26.83,341.5,Intermediate,Barbell hip thrusts,69.14541705323515
297,23.44,Male,121.36,1.85,35.0,3.6,2.01,1.0,35.46,378.07,Advanced,Crunches,78.884
298,55.76,Male,129.43,1.95,34.86722876097884,3.51,1.97,1.0,34.04,375.67,Intermediate,Seated cable rows,84.30134581466508
299,45.22,Male,57.29,1.72,18.008997333189793,3.1,4.02,1.98,19.37,333.64,Beginner,Decline dumbbell flyes,46.97264542781557
300,19.01,Male,56.98,1.87,20.343181095863496,3.68,2.96,1.0,16.29,334.24,Beginner,Preacher curls,45.38845541157698
301,24.89,Female,81.57,1.61,29.670715469009,3.5,3.98,3.01,31.47,346.26,Beginner,Incline dumbbell flyes,57.36759739192935
302,59.34,Male,60.3,1.76,19.266207099180903,2.72,5.02,2.98,19.47,337.17,Intermediate,Concentration curls,48.68247711919392
303,44.31,Female,65.65,1.8,21.63837297882685,2.7,2.0,1.03,20.26,314.53,Beginner,Bird dog,51.44440813940018
304,48.05,Female,94.73,1.7,33.89602972504432,3.51,3.02,1.99,32.78,345.42,Intermediate,Bird dog,62.62029104146551
305,56.7,Male,67.52,1.58,26.214501199339104,1.9,2.0,1.0,27.05,347.16,Intermediate,Cable crossovers,49.81996879020623
306,34.31,Male,87.95,1.64,30.744874579232587,3.51,3.98,3.02,32.7,337.79,Advanced,Military press,60.90988280756495
307,53.86,Male,77.78,1.9,26.79735212488693,3.7,2.02,1.01,21.55,365.54,Beginner,Pull-ups,56.93701951726295
308,27.73,Female,79.1,1.59,31.17038849885767,1.52,2.99,1.99,31.29,358.71,Beginner,Standing calf raises,54.44422269740358
309,53.11,Male,64.46,1.55,25.57969985259872,2.71,4.01,2.99,26.83,352.81,Advanced,Barbell curls,47.97132547501487
310,39.43,Male,57.97,1.56,24.49715555295945,2.21,2.01,1.0,23.82,367.62,Beginner,Incline cable crossovers,43.76899892594941
311,26.29,Male,63.74,1.49,28.72668701127923,2.68,5.0,2.98,28.71,342.78,Advanced,Dumbbell flyes,45.42960969901062
312,53.87,Male,117.82,1.62,35.0,2.31,4.0,1.94,44.89,356.42,Advanced,Face pulls,76.583
313,22.01,Female,48.05,1.76,22.888373029903896,2.2,3.99,2.03,15.51,327.94,Advanced,Skull crushers,37.05213675913117
314,46.93,Female,88.81,1.6,34.46993618328025,3.49,5.02,3.0,34.69,345.23,Intermediate,Hammer curl,58.19724967562881
315,22.95,Male,82.83,1.8,26.59534197037616,3.09,2.98,1.01,25.56,355.53,Beginner,Barbell hip thrusts,60.80107824593743
316,31.12,Male,57.33,1.56,23.63220668603824,2.69,5.02,2.98,23.56,358.25,Advanced,Dumbbell rows,43.78165590689428
317,30.84,Female,78.05,1.71,26.652468251006407,1.8,4.0,1.99,26.69,352.36,Beginner,Cable crossovers,57.2477485300895
318,30.69,Male,86.7,1.69,32.71086060857963,3.5,3.98,2.98,30.36,342.82,Intermediate,Wrist curl,58.33968385236147
319,47.17,Male,42.21,1.58,21.492502868320035,2.11,3.99,2.01,16.91,359.69,Beginner,Skull crushers,33.13801453928212
320,42.17,Male,73.19,1.63,26.01402420471341,3.19,3.01,1.0,27.55,362.38,Intermediate,Bicep Curls,54.15033568457025
321,54.12,Male,70.02,1.52,29.238725702917183,2.1,1.99,1.0,30.31,344.58,Advanced,Hammer curls,49.54704426281738
322,32.26,Male,56.75,1.53,25.285468521905933,2.69,5.0,3.0,24.24,357.08,Advanced,Chest flyes,42.400496613818376
323,49.27,Female,69.81,1.89,20.026987765700603,2.58,3.02,1.01,19.54,353.89,Beginner,Hammer curl,55.82915984076441
324,41.85,Male,55.93,1.53,24.80080163083129,1.89,3.0,1.0,23.89,348.24,Beginner,Barbell curls,42.05891164787606
325,36.2,Male,55.69,1.94,17.47736954009812,3.41,4.03,2.0,14.8,344.38,Intermediate,Close-grip bench press,45.95685290311936
326,36.52,Female,109.51,1.62,35.0,3.5,3.01,1.01,41.73,375.42,Beginner,Concentration curls,71.1815
327,18.06,Male,68.39,1.8,24.045998177050848,3.33,4.0,1.98,21.11,339.05,Advanced,Triceps dips,51.944941846714926
328,20.89,Female,55.18,1.78,22.107564947570488,2.0,2.01,1.0,17.42,339.95,Beginner,Donkey kicks,42.9810456619306
329,25.31,Male,59.6,1.51,26.917471331266384,2.71,5.01,3.0,26.14,328.77,Intermediate,Decline dumbbell flyes,43.55718708656524
330,51.75,Female,47.53,1.54,20.757821046704866,1.9,3.02,2.01,20.04,362.54,Beginner,Military press,37.66380765650118
331,19.78,Female,71.66,1.58,29.40269838572698,1.49,2.96,2.01,28.71,352.65,Advanced,Decline dumbbell press,50.59002633678804
332,45.04,Male,48.14,1.64,19.17190054703472,2.51,3.99,1.97,17.9,348.22,Intermediate,Standing calf raises,38.91064707665748
333,46.93,Female,66.86,1.74,24.14996468859432,2.49,2.98,2.0,22.08,200.17,Intermediate,Dumbbell rows,50.71333360920584
334,28.88,Female,57.2,1.77,17.879010566824586,2.58,3.01,1.0,18.26,365.46,Intermediate,Barbell curls,46.97320595577634
335,43.28,Female,81.05,1.78,25.231536738709632,3.49,5.06,3.02,25.58,352.44,Advanced,Triceps dips,60.59983947327584
336,19.13,Female,72.08,1.94,20.62433357841366,3.18,3.0,1.99,19.15,340.93,Beginner,Incline cable crossovers,57.21398035667944
337,29.14,Female,53.9,1.52,20.968700698865543,2.0,3.0,1.0,23.33,357.09,Advanced,Dumbbell flyes,42.59787032331148
338,21.27,Female,111.51,1.69,35.0,2.71,3.02,1.01,39.04,353.38,Intermediate,Dumbbell curls,72.48150000000001
339,38.18,Female,46.95,1.79,19.89239324878455,2.8,3.02,1.0,14.65,240.63,Intermediate,Triceps pushdowns,37.61052136969565
340,48.78,Male,81.64,1.95,24.77229613729648,3.49,5.0,3.0,21.47,370.58,Advanced,Dumbbell rows,61.41589743351116
341,42.98,Male,43.92,1.66,15.559338879098403,1.91,2.0,1.0,15.94,335.11,Advanced,Towel pull-up,37.08633836429998
342,37.01,Female,74.74,1.82,26.74186886323672,3.17,3.98,2.03,22.56,336.36,Intermediate,Seated calf raises,54.753127211616864
343,22.86,Male,61.16,1.62,25.21101782681584,2.71,4.98,3.01,23.3,352.03,Intermediate,Lateral raises,45.74094149711943
344,36.07,Female,99.48,1.99,26.798981378306955,2.5,2.99,1.0,25.12,346.22,Advanced,Face pulls,72.82037332486024
345,31.59,Female,63.74,1.8,25.26650832324966,2.61,1.99,1.01,19.67,343.54,Beginner,Bicycle crunches,47.63512759476067
346,41.72,Male,63.18,1.98,18.76114747343214,3.39,4.01,2.0,16.12,329.61,Beginner,Dumbbell front raises,51.326707026285575
347,35.04,Male,50.61,1.6,25.41518302601202,1.9,4.02,2.0,19.77,333.46,Beginner,Preacher curls,37.74737587053532
348,51.04,Female,57.42,1.77,21.05278738942768,2.1,3.98,2.01,18.33,346.19,Intermediate,Romanian deadlifts,45.33148948099063
349,31.16,Male,66.1,1.67,26.37288104631428,1.49,3.99,1.98,23.7,329.36,Intermediate,Leg raises,48.66752562838626
350,56.39,Female,67.67,1.58,32.22165415789912,1.9,1.98,1.02,27.11,346.56,Beginner,Bicep Curls,45.86560663134967
351,57.54,Male,58.41,1.66,27.79278898666688,2.91,1.98,1.0,21.2,335.5,Intermediate,Cable crossovers,42.17623195288787
352,39.33,Male,71.79,1.88,26.90490953675808,2.18,2.02,1.0,20.31,365.47,Intermediate,Bicep Curls,52.47496544356138
353,18.02,Female,65.94,1.55,30.30231348396562,2.2,2.99,2.02,27.45,361.19,Advanced,Leg curls,45.95865448867307
354,52.0,Female,66.56,1.6,29.98052945014564,2.1,3.99,1.98,26.0,336.73,Intermediate,Decline cable crossovers,46.60495959798306
355,47.9,Male,81.15,1.77,29.028267148767565,3.51,3.97,2.97,25.9,349.56,Advanced,Close-grip bench press,57.59356120877513
356,43.52,Female,110.4,1.76,35.0,3.41,3.0,1.02,35.64,371.67,Intermediate,Bent-over rows,71.76
357,53.76,Female,79.43,1.9,23.5220251025906,3.67,1.99,1.0,22.0,364.44,Beginner,Hyperextensions,60.746455461012296
358,45.05,Female,118.19,1.95,29.264578331571403,2.4,2.98,1.99,31.08,375.48,Beginner,Incline dumbbell flyes,83.60219486991575
359,36.27,Female,111.48,1.63,35.0,3.43,3.99,2.04,41.96,351.88,Beginner,Dumbbell rows,72.462
360,43.82,Female,61.03,1.55,25.267290886081653,2.58,4.0,1.99,25.4,344.97,Beginner,Bird dog,45.60937237222437
361,33.83,Female,64.29,1.62,27.72527490537025,2.7,4.98,3.02,24.5,364.17,Advanced,Lateral raises,46.46542076333748
362,28.6,Male,56.28,1.77,19.64194058742444,2.6,3.02,1.01,17.96,365.61,Intermediate,Preacher curls,45.22551583739753
363,34.08,Female,65.94,1.68,25.907211122270045,2.28,3.0,1.0,23.36,363.09,Beginner,Overhead triceps extensions,48.85678498597513
364,45.05,Female,65.87,1.57,28.924967664852264,2.29,2.03,1.0,26.72,343.22,Intermediate,Seated cable rows,46.81712379916182
365,56.11,Female,84.77,1.63,32.66114743300305,2.88,4.03,2.0,31.91,363.2,Beginner,Chest flyes,57.0831453210433
366,51.83,Male,79.35,1.59,30.20162599567476,1.51,3.02,1.98,31.39,355.27,Beginner,Concentration curls,55.38500977243208
367,32.85,Female,113.45,1.99,29.732213370178787,3.43,1.98,1.01,28.65,355.65,Intermediate,Barbell hip thrusts,79.71880393153216
368,19.78,Female,82.77,1.8,28.95337443641376,2.9,2.0,1.0,25.55,334.25,Intermediate,Chest flyes,58.80529197898033
369,37.99,Female,71.66,1.77,21.913707373580007,3.1,2.01,1.01,22.87,335.04,Intermediate,Wrist curl,55.956637296092566
370,54.11,Female,47.22,1.6,23.055633835039192,2.31,4.02,2.02,18.45,338.16,Advanced,Hanging leg raises,36.33312970309449
371,56.82,Female,51.5,1.63,19.98795662373573,1.98,3.99,1.99,19.38,340.9,Intermediate,Barbell hip thrusts,41.206202338776095
372,31.89,Male,58.76,1.66,24.789842853027405,1.79,2.01,1.0,21.32,368.2,Advanced,Plank,44.19348833956109
373,19.61,Female,111.08,1.94,33.34316779313202,3.3,4.01,2.0,29.51,339.21,Intermediate,Russian twists,74.04240921538894
374,59.4,Male,77.86,1.92,22.30242365261374,2.7,2.95,1.0,21.12,344.45,Beginner,Bent-over lateral raises,60.49533294407494
375,43.11,Male,61.16,1.58,27.03009588611152,2.69,4.98,2.99,24.5,368.32,Advanced,Concentration curls,44.6283933560542
376,41.36,Male,66.97,1.74,26.18501650239116,2.31,3.0,1.03,22.12,367.69,Advanced,Hyperextensions,49.43389444834864
377,53.61,Male,78.4,1.66,27.15459224935904,2.59,3.0,2.0,28.45,333.3,Intermediate,Towel pull-up,57.11079967650252
378,43.01,Female,95.54,1.85,28.865925590457564,3.41,2.01,1.0,27.92,367.47,Intermediate,Barbell squats,67.96149469087685
379,37.81,Female,88.81,1.79,30.845811125251952,3.5,4.99,2.99,27.72,373.28,Beginner,Crunches,61.41583513966374
380,52.0,Male,70.73,1.72,28.88584606312242,2.6,3.0,1.97,23.91,334.4,Advanced,Pull-ups,50.29904107955352
381,34.17,Female,111.99,1.85,33.237136661127806,3.59,3.99,1.98,32.72,350.37,Advanced,Towel pull-up,74.76773065320296
382,18.31,Female,82.98,1.96,21.60809512796825,3.5,4.04,3.0,21.6,334.35,Beginner,Standing calf raises,65.04960266281195
383,34.17,Female,54.29,1.52,22.159785365137225,2.17,3.0,1.0,23.5,344.66,Advanced,Hammer curls,42.259452525266994
384,21.32,Male,80.91,1.9,24.03892089663507,3.49,3.97,3.0,22.41,354.86,Advanced,Plate pinch,61.46010910253257
385,46.24,Male,47.76,1.72,20.43803819308185,2.0,2.99,1.0,16.14,326.97,Intermediate,Leg press,37.9987929589841
386,54.23,Male,116.69,2.0,31.15352533907522,3.11,2.98,1.0,29.17,361.67,Intermediate,Barbell squats,80.33695128183311
387,31.17,Female,63.64,1.8,24.43663674938561,2.61,2.02,1.0,19.64,342.86,Beginner,Crunches,48.088524372691
388,42.05,Female,73.68,1.63,26.0987954646584,3.19,2.98,1.0,27.73,362.31,Advanced,Barbell rows,54.45040750163969
389,21.47,Male,62.64,1.81,20.8718906897328,3.48,4.01,1.97,19.12,220.22,Beginner,Bird dog,49.565847671951374
390,38.06,Female,49.81,1.51,26.408487230280063,2.49,3.01,1.01,21.85,351.25,Advanced,Dumbbell front raises,36.6559325105975
